uid,age,age_group,profession,marital_status,education,default,housing,loan,gender,balance,membership,charges,customer_contacts,attrition
1000315,49,40s,technician,married,graduate,no,no,no,female,Over $250k,platinum,159,9,0
1000316,46,40s,consulting,married,graduate,no,no,no,male,$10k - $50k,silver,46,1,0
1000317,31,30s,consulting,single,graduate,no,yes,no,male,$50k - $100k,gold,120,0,0
1000318,34,30s,manufacturing,married,graduate,no,no,no,male,Over $250k,platinum,21,7,0
1000319,56,50s,administration,divorced,unknown,no,yes,no,female,$50k - $100k,gold,319,4,1
1000320,44,40s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,52,1,0
1000321,42,40s,management,single,graduate,no,yes,no,female,Over $250k,platinum,33,0,0
1000322,39,30s,technician,married,graduate,no,yes,yes,female,Over $250k,platinum,11,1,0
1000323,30,30s,technician,single,graduate,no,yes,no,male,$10k - $50k,silver,34,0,0
1000324,29,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,205,3,1
1000325,56,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,231,3,1
1000326,29,20s,technician,married,graduate,no,yes,no,male,$10k - $50k,silver,78,5,0
1000327,35,30s,management,single,high school,no,yes,no,male,$10k - $50k,silver,102,0,0
1000328,26,20s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,261,3,1
1000329,35,30s,technician,single,graduate,no,no,no,female,Over $250k,platinum,117,1,0
1000330,35,30s,management,married,high school,yes,yes,yes,female,$10k - $50k,silver,85,2,0
1000331,31,30s,technician,married,high school,no,yes,yes,male,$100k - $250k,platinum,12,1,0
1000332,39,30s,manufacturing,married,graduate,no,no,no,female,Over $250k,platinum,118,0,0
1000333,35,30s,consulting,married,graduate,no,no,yes,male,Over $250k,platinum,102,1,0
1000334,30,30s,management,married,high school,no,no,no,female,$100k - $250k,platinum,53,1,0
1000335,42,40s,technician,divorced,high school,no,no,no,male,$50k - $100k,gold,146,1,0
1000336,46,40s,technician,married,graduate,no,no,no,male,$50k - $100k,gold,18,0,0
1000337,34,30s,administration,single,graduate,no,yes,yes,male,$100k - $250k,platinum,94,2,0
1000338,26,20s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,330,3,1
1000339,36,30s,manufacturing,married,graduate,no,yes,no,female,Over $250k,platinum,81,1,0
1000340,54,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,310,4,1
1000341,48,40s,administration,married,college,no,yes,no,female,$100k - $250k,platinum,3,2,0
1000342,23,20s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,255,3,1
1000343,46,40s,technician,married,graduate,no,no,yes,female,Over $250k,platinum,129,1,0
1000344,43,40s,administration,single,unknown,no,no,no,male,$100k - $250k,platinum,17,2,0
1000345,26,20s,administration,divorced,college,no,no,no,female,$10k - $50k,silver,331,3,1
1000346,27,20s,unemployed,divorced,graduate,no,yes,no,female,$10k - $50k,silver,323,3,1
1000347,30,30s,manufacturing,single,graduate,no,no,no,male,Over $250k,platinum,145,0,0
1000348,34,30s,technician,single,high school,no,yes,no,female,Over $250k,platinum,60,0,0
1000349,30,30s,technician,single,graduate,no,no,no,female,Over $250k,platinum,95,7,0
1000350,31,30s,management,single,high school,no,no,yes,female,$100k - $250k,platinum,170,1,0
1000351,25,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,284,3,1
1000352,60,60s,manufacturing,married,graduate,no,no,no,female,$10k - $50k,silver,72,0,1
1000353,55,50s,management,divorced,graduate,no,no,no,female,$50k - $100k,gold,275,4,1
1000354,20,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,294,3,1
1000355,39,30s,management,single,graduate,no,yes,yes,male,Over $250k,platinum,130,2,0
1000356,34,30s,executive,married,college,no,no,no,male,$10k - $50k,silver,96,1,0
1000357,53,50s,consulting,married,graduate,no,yes,no,female,Over $250k,platinum,176,0,0
1000358,38,30s,administration,married,graduate,no,yes,no,male,$100k - $250k,platinum,1,5,0
1000359,41,40s,management,married,graduate,no,no,no,female,Over $250k,platinum,26,0,0
1000360,58,50s,retired,single,college,no,yes,no,male,$10k - $50k,silver,25,0,0
1000361,38,30s,administration,married,graduate,no,no,no,male,Over $250k,platinum,20,2,1
1000362,31,30s,management,married,high school,no,yes,yes,female,$100k - $250k,platinum,176,1,0
1000363,44,40s,management,divorced,high school,no,no,no,male,$100k - $250k,platinum,123,2,0
1000364,39,30s,manufacturing,single,graduate,no,yes,no,female,Over $250k,platinum,61,6,0
1000365,25,20s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,252,3,1
1000366,31,30s,management,married,high school,no,yes,yes,male,$50k - $100k,gold,165,2,0
1000367,34,30s,administration,married,graduate,no,yes,no,male,$10k - $50k,silver,54,5,0
1000368,29,20s,self_employed,single,graduate,no,yes,no,male,$50k - $100k,gold,9,0,0
1000369,57,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,256,3,1
1000370,35,30s,technician,married,high school,no,no,no,female,$50k - $100k,gold,81,5,0
1000371,37,30s,self_employed,divorced,graduate,no,no,no,female,$50k - $100k,gold,79,2,0
1000372,51,50s,administration,married,graduate,no,no,yes,female,$100k - $250k,platinum,133,1,1
1000373,42,40s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,47,0,0
1000374,29,20s,unemployed,divorced,high school,no,yes,no,female,$10k - $50k,silver,288,3,1
1000375,59,50s,executive,married,graduate,no,no,no,male,$50k - $100k,gold,62,0,0
1000376,21,20s,unemployed,divorced,graduate,no,yes,yes,female,Under $10k,silver,332,3,1
1000377,56,50s,retired,married,graduate,no,no,no,female,$10k - $50k,silver,173,1,0
1000378,28,20s,technician,married,high school,no,yes,no,male,$100k - $250k,platinum,105,0,0
1000379,30,30s,administration,married,graduate,no,yes,yes,female,Over $250k,platinum,163,1,0
1000380,54,50s,retired,divorced,graduate,no,yes,no,female,$50k - $100k,gold,243,4,1
1000381,37,30s,unemployed,single,graduate,no,no,no,male,$100k - $250k,platinum,36,2,0
1000382,38,30s,manufacturing,married,graduate,no,no,no,male,$10k - $50k,silver,49,0,0
1000383,39,30s,manufacturing,single,unknown,no,yes,no,male,$50k - $100k,gold,105,0,0
1000384,31,30s,management,married,high school,no,yes,no,female,$100k - $250k,platinum,23,1,0
1000385,54,50s,management,divorced,high school,no,yes,no,male,$50k - $100k,gold,354,4,1
1000386,25,20s,unemployed,divorced,graduate,no,no,no,female,$10k - $50k,silver,285,3,1
1000387,45,40s,self_employed,married,graduate,no,no,no,female,Over $250k,platinum,41,1,0
1000388,37,30s,consulting,divorced,graduate,no,no,no,female,Over $250k,platinum,94,1,0
1000389,51,50s,administration,married,graduate,no,no,yes,female,Over $250k,platinum,140,0,0
1000390,54,50s,management,divorced,high school,no,yes,yes,female,$50k - $100k,gold,19,2,0
1000391,33,30s,technician,single,graduate,no,yes,no,male,Over $250k,platinum,127,0,0
1000392,44,40s,management,married,high school,no,yes,yes,female,$100k - $250k,platinum,20,2,0
1000393,42,40s,administration,single,graduate,no,yes,no,female,$100k - $250k,platinum,74,0,1
1000394,51,50s,manufacturing,married,college,no,no,no,male,$10k - $50k,silver,58,1,0
1000395,60,60s,executive,married,college,no,no,no,female,$10k - $50k,silver,117,1,0
1000396,59,50s,unemployed,single,graduate,no,no,no,male,$50k - $100k,gold,94,2,0
1000397,35,30s,management,divorced,graduate,no,yes,yes,female,Over $250k,platinum,25,2,0
1000398,19,U20,student,single,college,no,no,no,female,$100k - $250k,platinum,84,7,0
1000399,51,50s,consulting,married,graduate,no,no,no,male,$10k - $50k,silver,149,2,0
1000400,53,50s,entrepreneur,single,graduate,no,no,no,male,Over $250k,platinum,136,1,0
1000401,35,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,132,0,1
1000402,36,30s,technician,single,graduate,no,no,no,female,Over $250k,platinum,82,5,1
1000403,34,30s,technician,married,graduate,no,no,no,male,$100k - $250k,platinum,120,1,0
1000404,39,30s,self_employed,married,graduate,no,no,no,male,Over $250k,platinum,157,0,0
1000405,56,50s,retired,married,graduate,no,no,no,female,$100k - $250k,platinum,132,1,0
1000406,45,40s,consulting,single,graduate,no,no,no,female,$50k - $100k,gold,47,8,0
1000407,56,50s,management,married,high school,no,no,no,female,$50k - $100k,gold,5,0,0
1000408,39,30s,manufacturing,married,graduate,no,no,no,female,Over $250k,platinum,128,0,0
1000409,40,40s,administration,married,graduate,no,no,no,male,Over $250k,platinum,165,0,0
1000410,52,50s,management,married,college,no,yes,no,female,$100k - $250k,platinum,142,0,0
1000411,37,30s,management,married,graduate,no,yes,no,male,Over $250k,platinum,146,2,0
1000412,59,50s,retired,married,college,no,yes,no,female,$100k - $250k,platinum,125,0,0
1000413,25,20s,unemployed,divorced,graduate,no,no,no,female,Under $10k,silver,334,3,1
1000414,28,20s,administration,divorced,high school,no,yes,yes,female,$10k - $50k,silver,360,3,1
1000415,76,70s,retired,divorced,graduate,no,no,no,male,Over $250k,platinum,152,5,1
1000416,39,30s,technician,single,graduate,no,no,no,male,$10k - $50k,silver,148,2,0
1000417,35,30s,technician,single,graduate,no,no,no,female,$100k - $250k,platinum,30,0,0
1000418,25,20s,administration,single,high school,no,no,no,female,$100k - $250k,platinum,151,5,0
1000419,20,20s,unemployed,divorced,high school,no,no,no,female,Under $10k,silver,309,3,1
1000420,30,30s,technician,single,graduate,no,yes,no,male,Over $250k,platinum,178,2,0
1000421,55,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,304,4,1
1000422,52,50s,management,married,high school,no,no,no,female,$100k - $250k,platinum,127,1,0
1000423,40,40s,technician,single,high school,no,yes,no,female,Over $250k,platinum,42,0,0
1000424,27,20s,administration,married,graduate,no,yes,no,female,$10k - $50k,silver,144,1,0
1000425,62,60s,management,married,high school,no,no,no,female,$10k - $50k,silver,99,7,0
1000426,31,30s,manufacturing,married,college,no,yes,no,male,$100k - $250k,platinum,113,0,0
1000427,55,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,349,3,1
1000428,51,50s,administration,divorced,graduate,no,no,yes,female,$10k - $50k,silver,93,0,0
1000429,33,30s,administration,single,graduate,no,no,no,male,Over $250k,platinum,37,0,0
1000430,53,50s,self_employed,single,unknown,no,no,no,male,$10k - $50k,silver,134,2,0
1000431,50,50s,retired,married,graduate,no,no,no,male,Over $250k,platinum,46,0,0
1000432,46,40s,technician,divorced,graduate,yes,no,no,female,$50k - $100k,gold,14,1,0
1000433,54,50s,administration,divorced,college,no,yes,no,female,$10k - $50k,silver,207,4,1
1000434,64,60s,retired,married,college,no,no,no,male,$100k - $250k,platinum,11,8,0
1000435,56,50s,manufacturing,married,graduate,no,no,yes,female,Over $250k,platinum,118,1,0
1000436,29,20s,management,single,high school,no,no,no,male,$50k - $100k,gold,55,8,0
1000437,32,30s,technician,married,graduate,no,yes,yes,female,$10k - $50k,silver,139,2,0
1000438,34,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,58,0,0
1000439,23,20s,unemployed,divorced,college,no,no,no,female,Under $10k,silver,283,3,1
1000440,59,50s,retired,married,graduate,no,no,no,male,Over $250k,platinum,139,1,0
1000441,34,30s,management,married,graduate,no,yes,no,male,Over $250k,platinum,137,1,0
1000442,30,30s,technician,single,high school,no,no,no,male,$10k - $50k,silver,18,8,0
1000443,24,20s,student,single,graduate,no,no,no,female,$50k - $100k,gold,2,5,0
1000444,31,30s,management,married,graduate,no,yes,no,female,Over $250k,platinum,73,9,0
1000445,33,30s,management,divorced,high school,no,no,no,male,$50k - $100k,gold,142,1,0
1000446,53,50s,manufacturing,divorced,college,no,yes,no,male,$50k - $100k,gold,345,4,1
1000447,49,40s,executive,divorced,unknown,no,no,no,female,$50k - $100k,gold,103,0,0
1000448,47,40s,self_employed,married,high school,no,no,no,male,$100k - $250k,platinum,105,2,0
1000449,45,40s,management,married,high school,yes,yes,no,male,$100k - $250k,platinum,101,0,0
1000450,25,20s,unemployed,married,graduate,no,yes,no,male,$100k - $250k,platinum,19,6,0
1000451,37,30s,management,married,graduate,no,yes,no,male,Over $250k,platinum,61,2,1
1000452,59,50s,unemployed,married,graduate,no,no,no,male,Over $250k,platinum,2,0,0
1000453,46,40s,management,divorced,graduate,no,yes,yes,female,Over $250k,platinum,71,1,1
1000454,35,30s,self_employed,married,graduate,no,yes,no,male,$100k - $250k,platinum,172,0,0
1000455,48,40s,consulting,single,graduate,no,yes,no,female,$50k - $100k,gold,24,0,0
1000456,43,40s,retired,single,high school,no,yes,no,female,Over $250k,platinum,62,0,1
1000457,34,30s,consulting,married,graduate,no,yes,yes,female,Over $250k,platinum,3,0,0
1000458,44,40s,technician,divorced,graduate,no,no,no,female,$10k - $50k,silver,168,0,0
1000459,33,30s,technician,single,graduate,no,yes,no,male,$10k - $50k,silver,151,0,0
1000460,48,40s,manufacturing,married,graduate,no,no,no,male,$100k - $250k,platinum,61,1,0
1000461,30,30s,technician,single,graduate,no,yes,no,female,Over $250k,platinum,104,1,0
1000462,35,30s,consulting,divorced,graduate,no,no,no,male,Over $250k,platinum,70,1,0
1000463,31,30s,unemployed,married,graduate,no,no,no,male,$10k - $50k,silver,48,0,0
1000464,36,30s,technician,single,high school,no,yes,no,male,Over $250k,platinum,165,0,0
1000465,44,40s,consulting,single,graduate,no,no,no,female,$100k - $250k,platinum,154,0,0
1000466,35,30s,management,married,high school,no,yes,no,female,Over $250k,platinum,100,0,0
1000467,32,30s,consulting,married,graduate,no,yes,yes,female,$10k - $50k,silver,148,1,0
1000468,27,20s,administration,divorced,unknown,no,yes,no,female,$10k - $50k,silver,322,3,1
1000469,36,30s,management,married,high school,no,no,no,female,$100k - $250k,platinum,140,5,0
1000470,36,30s,unemployed,divorced,graduate,no,yes,no,female,Over $250k,platinum,98,0,0
1000471,56,50s,retired,married,college,no,yes,no,female,$100k - $250k,platinum,8,1,0
1000472,50,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,258,4,1
1000473,54,50s,administration,married,unknown,no,no,no,female,$100k - $250k,platinum,60,2,0
1000474,44,40s,technician,divorced,graduate,no,yes,yes,female,$50k - $100k,gold,35,0,0
1000475,47,40s,consulting,single,graduate,no,no,no,male,$10k - $50k,silver,131,1,0
1000476,75,70s,retired,married,college,no,no,no,female,$100k - $250k,platinum,59,2,0
1000477,55,50s,administration,married,graduate,no,no,no,male,$50k - $100k,gold,71,1,0
1000478,52,50s,executive,married,graduate,no,no,no,male,Over $250k,platinum,173,1,0
1000479,21,20s,unemployed,divorced,high school,no,no,no,female,Under $10k,silver,213,3,1
1000480,51,50s,manufacturing,single,high school,no,yes,no,female,$50k - $100k,gold,69,0,0
1000481,33,30s,consulting,divorced,graduate,no,no,yes,female,Over $250k,platinum,62,1,0
1000482,35,30s,manufacturing,married,graduate,no,yes,yes,female,$50k - $100k,gold,144,0,0
1000483,51,50s,retired,married,graduate,no,no,yes,female,$50k - $100k,gold,142,1,0
1000484,28,20s,consulting,married,graduate,no,yes,yes,female,Over $250k,platinum,109,2,0
1000485,43,40s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,80,0,0
1000486,26,20s,unemployed,single,graduate,no,no,no,male,$100k - $250k,platinum,38,2,0
1000487,24,20s,administration,divorced,graduate,no,no,no,female,$10k - $50k,silver,272,3,1
1000488,37,30s,unemployed,married,graduate,no,no,no,female,Over $250k,platinum,81,2,0
1000489,35,30s,technician,single,graduate,no,yes,no,female,$100k - $250k,platinum,165,0,0
1000490,92,90s,retired,married,unknown,no,no,no,female,$100k - $250k,platinum,131,6,0
1000491,70,70s,technician,married,graduate,no,no,no,female,$10k - $50k,silver,94,6,0
1000492,36,30s,technician,single,graduate,no,no,yes,male,Over $250k,platinum,159,1,0
1000493,31,30s,consulting,single,high school,no,yes,no,male,Over $250k,platinum,28,0,0
1000494,41,40s,manufacturing,married,graduate,no,no,no,female,Over $250k,platinum,1,0,0
1000495,58,50s,entrepreneur,married,high school,no,no,no,female,$100k - $250k,platinum,98,2,0
1000496,39,30s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,155,1,0
1000497,31,30s,management,single,high school,no,no,no,female,Over $250k,platinum,69,0,0
1000498,50,50s,administration,single,high school,no,yes,no,female,Over $250k,platinum,24,0,0
1000499,51,50s,manufacturing,married,college,no,yes,no,male,$50k - $100k,gold,180,1,0
1000500,30,30s,administration,single,high school,no,yes,no,female,Over $250k,platinum,31,0,0
1000501,36,30s,administration,single,graduate,no,no,no,female,$10k - $50k,silver,78,0,0
1000502,58,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,217,4,1
1000503,59,50s,management,divorced,high school,yes,no,no,male,$100k - $250k,platinum,57,5,0
1000504,42,40s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,14,1,0
